98	9	76	49	15
81	43	94	50	34
88	61	32	21	99
96	97	60	66	74
23	25	59	85	80
25	10	28	32	55
22	72	49	14	74
64	100	30	17	47
42	48	75	56	29
97	33	14	55	25
84	5	24	28	57
88	39	9	34	92
100	93	65	35	2
72	48	30	22	95
87	38	50	75	75
79	20	34	26	30
45	67	85	87	62
20	31	23	21	59
6	39	48	88	55
100	22	10	53	37
76	85	93	3	74
41	96	21	69	73
54	11	35	18	59
72	97	84	14	6
35	12	22	47	13
7	46	2	98	53
15	23	76	58	61
23	88	15	9	70
81	17	27	36	81
88	87	85	92	41
43	48	14	26	14
1	43	95	58	57
93	34	21	68	35
51	10	69	58	98
39	62	90	34	5
54	95	9	12	26
63	27	41	86	77
19	83	59	69	3
97	17	15	89	11
78	46	21	75	94
38	33	73	9	70
76	31	97	58	16
98	27	37	56	59
26	2	52	93	35
5	40	18	70	5
64	98	97	9	86
6	83	93	42	82
2	35	89	72	58
67	73	84	85	86
20	84	88	44	42
9	58	40	95	68
63	40	65	42	60
77	71	85	57	61
18	76	83	27	57
85	95	63	57	69
9	21	32	60	53
25	81	40	23	36
75	40	12	89	94
74	13	66	55	92
89	14	10	100	43
86	76	92	34	73
18	38	64	93	20
96	80	100	49	23
3	29	47	85	91
58	11	13	19	23
76	12	33	48	57
60	55	33	51	21
36	37	46	57	41
57	39	73	79	84
90	22	62	92	56
84	23	42	9	22
8	96	91	73	33
34	43	73	25	24
92	97	50	42	93
74	89	96	56	1
98	40	14	11	47
23	87	56	21	70
35	56	67	32	50
8	83	51	98	25
67	21	89	24	29
96	28	53	41	88
84	16	33	50	87
81	45	55	93	97
2	94	55	70	11
93	7	49	33	71
88	11	33	31	95
1	71	63	65	95
58	44	58	87	4
60	25	11	76	75
50	33	43	39	44
7	73	41	58	53
2	72	22	68	70
73	32	24	21	77
61	14	16	62	31
6	63	45	36	28
1	94	53	77	82
94	25	22	68	67
91	53	76	100	69
2	69	8	29	9
55	73	72	11	4
96	98	44	43	46
76	12	23	45	84
73	4	34	17	99
36	87	82	64	12
80	64	86	31	38
53	48	31	59	67
59	6	73	70	37
54	39	2	10	17
50	47	72	18	82
26	11	71	5	28
95	1	34	72	87
93	95	92	4	80
100	89	33	71	100
24	93	12	100	24
4	61	44	31	12
27	86	62	49	34
56	58	7	35	22
52	49	83	11	83
68	83	5	84	6
6	13	73	62	89
1	70	54	22	96
24	7	57	60	73
84	25	91	6	87
27	31	77	27	42
99	55	97	72	16
1	3	38	6	2
76	9	34	45	22
17	16	73	72	48
8	50	4	93	84
84	97	47	61	45
76	43	19	92	85
57	49	81	80	86
39	80	97	34	51
67	34	65	49	74
34	86	87	98	74
3	33	97	7	27
91	66	56	85	20
23	28	44	42	39
44	74	36	17	53
50	85	85	77	68
77	88	44	62	98
69	58	51	45	33
18	7	62	71	65
80	2	62	57	92
72	13	46	92	15
3	55	44	96	79
59	35	13	73	55
41	58	71	52	40
6	67	59	1	70
35	68	8	96	24
12	76	26	19	9
4	34	52	51	3
71	70	92	34	19
2	3	21	84	55
87	38	3	83	97
4	27	90	79	97
14	49	72	47	17
95	4	43	44	10
78	89	1	23	95
43	62	54	65	4
19	19	73	9	76
89	74	51	84	19
11	65	74	18	65
89	97	97	31	21
17	38	38	8	32
91	36	19	97	58
26	44	60	56	9
90	89	83	80	30
61	4	51	99	37
46	37	33	84	29
36	72	3	88	63
92	37	31	85	35
25	83	85	87	64
90	20	47	54	6
73	45	23	98	61
71	50	82	23	36
91	41	44	57	42
32	10	37	49	88
28	47	32	46	57
16	96	10	30	88
35	30	96	20	45
88	83	17	26	87
66	59	50	80	52
52	23	13	1	85
66	44	23	43	53
3	15	22	20	58
30	84	34	4	15
43	51	6	28	27
31	57	62	82	66
95	46	25	14	14
23	60	29	46	28
32	90	97	70	4
40	67	58	52	70
46	18	85	73	68
95	35	79	63	54
39	55	51	89	86
41	35	41	4	34
36	73	66	66	25
21	27	35	76	27
65	21	49	10	78
97	38	24	77	60
8	16	53	67	49
67	12	32	45	20
74	18	34	43	34
73	74	69	36	7
58	17	28	3	8
35	12	49	44	17
80	5	67	31	76
82	23	37	7	21
12	70	25	4	55
100	38	92	11	66
73	47	67	26	50
88	55	25	69	30
59	4	58	82	56
76	18	4	70	85
62	93	22	33	8
28	22	51	84	73
31	90	73	95	45
52	84	27	49	33
10	13	13	87	26
87	81	96	76	8
41	68	63	99	83
91	57	82	88	62
9	1	31	23	77
6	47	16	91	52
59	80	22	16	67
97	51	6	12	2
54	41	23	6	38
97	21	43	7	9
49	52	94	61	54
19	85	49	3	8
84	8	51	88	31
33	13	6	87	73
89	25	50	54	10
42	51	54	32	45
38	70	18	42	92
46	62	35	41	42
15	87	47	49	44
83	51	38	31	10
96	2	71	36	19
45	20	56	25	42
33	11	7	94	93
95	18	73	79	95
21	13	11	80	98
42	52	49	56	92
89	16	84	31	22
75	63	83	15	5
8	36	10	48	99
43	77	86	84	18
44	61	66	67	67
86	53	75	2	80
13	71	89	89	7
60	95	72	10	69
74	61	32	83	56
3	86	12	27	84
99	28	30	77	37
21	10	96	29	44
81	18	50	63	43
74	10	32	15	83
27	71	74	17	50
77	26	56	93	26
83	19	82	27	38
10	46	56	23	92
56	31	39	57	77
54	2	96	33	94
86	48	27	15	67
97	97	44	11	88
49	24	35	87	91
95	84	20	27	36
8	67	91	66	29
5	79	19	16	42
82	32	89	18	77
88	5	95	67	21
53	35	98	63	96
36	79	18	79	51
3	91	88	8	11
89	5	96	86	38
5	36	31	41	23
26	4	49	75	70
11	97	66	49	89
58	45	16	30	4
32	36	86	79	61
42	63	58	96	31
41	73	100	69	11
3	94	75	79	39
70	35	27	56	52
3	29	28	95	10
88	1	87	56	46
55	52	58	10	71
36	68	87	71	13
68	90	19	92	94
41	67	32	88	18
52	65	24	22	34
30	100	47	41	6
55	68	15	85	63
34	39	92	46	46
1	60	43	53	67
95	4	91	39	65
95	91	80	14	50
44	32	11	12	98
62	54	89	6	100
47	61	71	89	63
86	74	67	40	86
41	56	29	25	45
80	45	20	65	85
97	39	7	82	17
99	7	37	88	78
16	8	84	53	59
31	65	32	3	69
96	30	32	52	75
81	37	59	98	32
51	8	87	65	42
4	66	9	49	17
30	30	42	9	70
22	39	38	64	24
98	70	78	75	10
80	8	93	69	72
98	21	10	11	4
11	23	94	98	43
25	44	35	100	48
40	56	82	4	64
58	20	63	92	99
13	55	86	16	71
99	18	46	22	5
41	96	63	32	39
84	62	84	59	43
95	34	19	35	48
4	58	43	89	55
79	69	91	69	11
1	92	22	84	84
41	14	26	13	54
30	4	12	51	95
36	46	47	11	36
79	33	91	32	18
67	78	40	5	57
56	79	45	34	20
9	63	79	90	5
30	81	18	86	26
44	89	82	41	95
73	42	98	71	58
28	43	49	57	4
62	31	80	6	51
79	85	4	49	100
21	2	65	73	19
90	78	57	56	46
65	31	25	60	56
92	77	90	97	6
72	80	92	53	66
51	30	65	36	89
87	87	86	33	90
55	38	58	40	73
39	65	87	54	4
46	87	32	50	17
55	68	3	74	78
87	90	5	48	21
55	1	15	93	24
8	94	15	46	3
90	92	25	75	39
66	23	32	92	90
58	55	38	35	18
87	57	3	39	45
66	29	59	92	70
23	70	12	33	82
52	36	35	40	73
78	21	96	64	66
73	53	99	2	74
43	44	42	68	36
61	44	56	29	79
18	39	39	36	50
19	12	93	69	11
96	14	98	34	3
95	4	50	24	75
85	14	34	8	20
43	95	8	94	72
52	18	68	69	33
59	98	22	50	40
8	88	54	61	25
76	30	73	64	45
91	91	53	71	79
86	36	82	50	63
2	36	98	33	50
7	88	87	31	86
51	19	4	22	18
35	51	91	81	73
75	75	16	70	78
34	52	33	53	71
5	98	33	93	38
6	91	46	12	98
43	2	79	57	8
37	37	20	65	89
4	2	73	73	18
28	27	19	44	85
6	3	30	67	65
87	49	82	46	3
51	24	29	16	1
74	97	97	50	69
59	67	71	81	28
35	4	58	32	69
37	64	78	86	89
25	42	67	73	82
2	60	7	33	69
42	88	61	71	24
2	65	62	11	47
49	53	11	80	92
90	23	85	28	90
63	7	95	19	96
24	41	22	8	78
48	94	50	30	88
91	4	74	69	68
64	75	4	15	71
36	91	6	61	97
38	71	35	85	98
41	15	71	57	18
77	39	82	73	81
91	86	98	96	60
83	77	25	62	48
3	18	44	10	48
53	99	37	29	5
42	53	48	38	29
25	17	27	53	73
47	48	11	73	48
77	8	51	65	44
86	6	65	75	95
93	7	90	62	46
33	81	29	80	60
93	5	89	19	20
62	70	40	100	29
48	69	41	43	1
29	4	68	95	11
80	66	27	37	63
11	27	40	50	100
32	64	91	5	38
91	72	14	32	61
66	15	71	14	40
33	1	96	32	55
14	51	92	99	53
98	53	90	86	27
32	21	2	17	99
70	4	60	93	98
96	10	98	51	100
67	32	43	89	50
77	4	53	42	7
11	59	21	85	40
28	54	100	4	81
83	18	66	79	49
27	50	27	49	37
66	76	73	55	21
38	64	79	60	42
13	50	14	63	98
28	3	60	19	81
10	87	80	87	69
54	72	94	29	86
13	10	39	19	80
26	38	33	48	26
14	3	51	2	29
36	66	19	6	61
30	28	83	51	67
24	14	30	25	14
76	81	94	84	66
40	12	20	25	95
71	42	31	86	97
52	46	90	77	96
23	73	71	24	54
62	15	57	59	10
98	54	17	54	11
32	9	34	72	10
52	85	28	43	88
33	57	27	23	85
14	35	11	67	21
36	27	30	40	1
27	20	96	70	73
81	70	41	50	34
66	97	89	81	56
77	43	95	45	14
73	67	22	95	64
51	57	97	22	26
61	47	16	11	22
8	21	36	5	61
33	90	26	27	53
56	98	95	97	68
37	25	57	59	65
20	86	68	76	57
15	33	45	88	13
13	35	5	22	43
60	10	85	15	22
4	22	35	71	64
39	41	10	17	44
90	73	62	88	40
79	9	16	93	90
55	64	81	10	33
93	45	18	6	13
77	17	19	14	96
97	74	99	48	29
83	51	57	11	96
89	89	25	15	7
76	1	85	29	25
80	67	63	3	13
54	98	91	51	35
90	10	57	65	100
53	88	50	55	85
11	16	23	61	69
100	74	93	80	47
78	27	90	38	16
4	34	13	13	79
32	42	51	7	63
76	25	72	7	34
73	40	80	73	41
84	34	75	9	76
62	9	21	47	52
95	60	24	92	7
94	58	97	74	38
80	81	22	82	5
11	41	21	34	99
2	9	99	27	24
34	7	99	3	35
39	8	75	86	23
52	92	71	6	11
97	11	16	52	74
62	27	61	96	38
10	98	23	43	52
55	78	33	5	16
61	15	47	76	83
39	90	47	76	29
79	20	6	46	14
21	66	28	61	55
1	5	78	63	29
95	25	22	35	86
25	87	63	65	86
96	7	84	34	23
80	47	20	44	28
51	44	2	100	57
61	66	64	31	10
10	74	86	44	66
61	42	21	93	23
20	12	37	39	38
48	25	30	61	26
6	8	90	5	91
57	1	87	17	26
55	9	80	27	91
22	13	80	77	80
53	83	86	27	21
21	19	84	8	70
97	2	12	71	63
100	71	45	51	54
40	23	92	56	92
100	72	19	22	66
81	64	54	3	91
24	99	60	70	93
44	23	69	11	90
11	75	64	34	5
86	8	26	32	66
17	42	5	88	54
55	99	76	92	30
61	72	42	61	42
79	89	35	67	72
85	42	24	89	39
33	69	97	87	95
40	9	47	19	79
63	23	23	91	7
33	57	46	90	92
41	10	61	49	91
3	62	2	91	6
36	21	5	94	86
95	51	89	22	47
26	10	16	36	89
100	21	27	11	50
59	14	31	76	57
38	18	96	20	71
43	69	65	81	89
87	25	98	84	88
93	48	61	60	98
73	26	9	30	11
91	61	42	12	77
35	12	71	84	73
69	46	53	87	10
60	80	33	35	40
54	5	20	31	56
34	88	59	14	57
40	72	24	67	64
1	41	36	78	20
74	48	62	76	64
51	9	75	92	18
14	54	91	15	30
17	12	48	91	2
57	49	30	74	96
78	15	88	44	45
83	87	21	18	79
63	29	77	48	76
12	80	95	49	18
94	72	79	80	86
22	35	9	46	33
24	38	19	91	16
43	69	16	13	60
50	53	83	80	97
25	45	64	43	74
87	50	65	2	9
72	52	50	24	1
33	33	4	21	62
60	100	65	87	93
56	66	92	5	77
17	49	9	65	38
95	3	1	25	62
97	3	59	8	49
8	81	43	3	8
52	21	97	57	68
21	55	1	11	59
52	33	23	78	88
16	52	91	28	36
12	75	87	31	99
91	62	76	23	6
46	65	21	100	68
14	71	37	28	95
54	39	60	39	26
17	84	42	85	5
100	46	87	67	4
47	88	51	63	87
85	16	87	93	18
100	65	94	29	67
63	65	96	26	58
2	79	4	77	8
87	75	69	76	37
18	53	49	48	17
76	36	32	54	4
54	87	77	27	74
63	91	80	44	63
80	92	38	6	41
91	42	58	47	29
12	32	99	43	49
65	60	80	80	60
30	63	46	54	68
41	30	57	10	38
57	69	5	42	56
45	49	40	95	63
100	87	81	19	81
77	67	17	38	48
23	45	97	43	63
97	84	15	22	21
96	20	26	47	40
58	15	44	84	50
84	54	68	57	32
65	38	18	85	6
99	73	16	73	17
2	61	55	96	39
95	76	80	7	70
8	27	39	77	67
61	5	95	24	3
32	99	94	33	51
87	67	89	91	9
85	31	5	57	72
49	46	95	25	43
98	28	74	57	6
11	18	24	56	51
18	79	75	55	74
90	69	58	68	13
41	45	70	15	64
73	17	56	29	27
37	17	32	34	4
41	90	29	34	96
60	92	42	4	36
66	9	100	88	98
50	70	9	62	19
76	76	74	9	40
73	75	65	21	70
20	45	80	8	75
100	67	48	60	31
51	33	22	14	78
41	1	56	83	51
42	48	34	31	91
98	67	60	70	38
26	48	90	55	76
7	88	59	98	77
69	34	45	26	92
15	96	97	65	46
24	93	61	24	98
86	97	39	67	9
15	98	54	93	71
60	82	34	86	78
70	13	95	25	63
75	2	26	75	67
91	34	65	76	38
35	90	54	34	71
79	78	90	41	27
58	19	40	78	9
61	95	41	3	94
32	96	2	40	64
95	69	56	19	94
18	44	26	90	50
92	1	52	21	56
55	1	2	30	15
19	40	63	89	10
52	91	88	95	38
89	27	31	94	58
6	51	77	46	96
71	93	23	94	80
74	80	83	20	56
33	83	37	34	14
96	74	71	19	64
71	78	10	57	38
63	82	46	11	76
4	57	30	5	68
8	90	17	19	81
100	3	38	90	20
82	46	33	50	79
75	40	89	42	60
75	80	3	4	86
16	39	89	43	87
56	12	31	63	95
87	70	92	81	34
20	53	44	62	3
49	68	78	2	94
73	72	22	10	100
51	31	70	88	97
29	11	14	100	54
49	14	57	45	55
80	43	18	30	72
95	62	61	27	28
22	19	3	37	10
56	37	67	94	75
7	31	57	27	10
60	19	28	43	88
82	53	85	62	21
41	66	41	52	95
6	8	49	86	77
74	61	82	42	93
68	9	40	30	66
74	25	44	16	39
19	42	57	45	97
19	27	63	23	14
63	25	99	63	96
77	40	14	21	75
93	43	3	14	94
50	76	100	28	25
57	18	89	31	44
1	54	77	68	21
42	63	59	20	75
65	20	16	29	8
97	7	77	62	88
1	16	92	8	41
46	82	95	21	73
48	63	52	71	77
62	75	65	38	73
99	36	56	22	27
34	38	45	35	30
97	21	33	70	43
7	73	23	55	81
34	98	47	12	36
77	65	6	66	31
68	75	56	52	31
73	28	87	18	72
76	71	45	87	99
56	60	93	27	89
97	25	56	80	21
33	53	84	37	98
9	23	55	63	7
73	54	51	66	23
36	99	90	7	72
81	64	36	17	80
29	40	85	10	73
56	17	43	11	31
90	83	40	87	98
51	38	85	34	23
10	12	58	37	83
10	98	100	23	25
23	98	52	96	79
42	84	62	77	9
61	34	24	8	40
69	58	52	91	64
73	51	50	90	45
6	19	5	73	31
8	49	16	13	74
11	46	14	47	69
87	100	80	53	8
42	17	42	43	36
83	15	20	42	40
91	42	83	90	90
74	61	41	28	27
80	6	12	51	68
7	76	98	95	86
77	60	76	60	13
43	98	44	68	67
83	16	24	43	48
51	27	24	21	68
52	33	92	27	21
61	12	15	95	46
58	6	91	5	39
5	63	86	88	43
81	76	96	73	70
56	2	91	34	67
97	21	100	54	12
94	12	23	77	23
22	34	39	49	37
43	22	33	11	14
98	22	45	86	42
67	34	49	47	97
13	86	99	89	31
52	11	98	66	93
35	96	56	82	51
17	5	36	16	6
77	97	4	50	59
74	60	75	74	20
84	73	67	85	55
40	90	43	18	68
82	87	48	60	32
47	37	10	53	33
96	52	88	69	19
48	73	83	95	95
46	22	44	26	57
36	10	13	20	74
47	36	47	41	64
59	44	35	80	25
28	22	58	35	23
34	28	66	44	26
94	9	78	62	39
43	31	70	14	5
35	22	44	44	1
56	34	76	94	82
55	4	17	85	82
69	27	93	43	75
29	18	22	59	48
34	100	62	30	40
86	88	55	75	60
66	84	25	37	67
37	91	71	30	25
97	77	67	58	20
54	18	24	79	94
79	54	12	82	44
66	58	54	98	35
98	78	93	24	53
78	49	94	32	7
87	30	16	46	77
21	96	30	68	100
7	97	2	92	67
44	42	67	91	65
100	46	44	90	20
97	84	83	38	11
47	60	80	53	62
64	37	33	92	76
31	54	11	19	13
54	21	15	97	8
49	43	25	58	17
6	79	40	20	49
86	2	14	53	17
79	61	15	19	64
7	7	63	47	40
7	8	76	4	72
76	77	2	87	36
47	29	51	29	30
77	66	21	20	29
32	37	67	25	61
52	52	72	89	31
58	92	68	87	5
23	68	73	90	56
40	78	7	88	87
18	66	54	50	59
19	10	17	24	11
30	20	92	97	26
6	8	34	41	9
37	19	12	4	54
64	52	30	84	15
9	89	5	64	57
14	36	2	94	15
75	79	53	8	24
82	20	8	100	90
45	40	6	37	81
100	25	5	87	15
67	41	8	99	49
73	77	48	39	12
87	9	85	87	37
8	27	91	76	87
89	26	37	9	83
29	58	49	74	8
23	33	13	71	28
27	48	30	77	82
11	91	33	20	72
43	40	96	36	68
41	70	24	6	56
61	88	88	41	45
36	20	28	1	81
1	50	35	55	60
56	98	19	43	91
26	29	65	58	61
56	19	50	1	43
31	36	55	69	31
1	8	32	63	59
89	39	7	66	95
67	56	11	84	59
48	19	58	69	88
89	67	75	57	32
15	39	3	84	61
56	13	36	97	61
95	78	16	53	32
15	32	35	61	94
27	99	67	50	38
30	66	23	47	48
5	32	80	34	65
28	62	56	26	5
53	5	3	43	48
8	67	70	39	83
62	57	80	60	63
64	87	72	8	94
77	51	60	30	29
9	83	72	7	91
55	38	14	44	73
63	40	1	74	21
3	52	49	82	96
10	31	95	65	17
93	43	10	28	87
98	30	52	9	85
18	25	100	28	56
92	58	38	91	78
24	72	9	22	52
40	84	71	94	97
98	7	78	13	46
49	57	77	61	7
36	70	60	10	62
64	80	18	44	25
24	12	11	20	44
90	78	28	75	18
60	8	2	23	67
88	87	63	80	4
81	83	32	2	97
26	48	51	56	39
80	77	69	81	20
53	85	7	81	57
58	3	21	70	32
17	14	49	45	56
51	47	94	87	16
31	80	65	21	48
68	88	77	61	77
83	14	86	78	66
57	7	91	38	50
52	35	52	99	38
98	61	66	90	29
14	44	83	99	88
83	8	63	58	75
43	93	52	45	43
92	87	61	91	62
26	93	19	76	48
58	45	20	55	72
30	75	68	40	77
93	73	10	39	22
84	38	61	27	14
30	93	29	72	47
79	11	38	54	88
17	22	81	47	44
11	18	25	27	27
32	77	52	61	20
15	94	31	74	88
62	97	30	50	74
99	75	72	62	87
20	91	68	17	1
62	20	99	34	73
2	61	42	44	59
21	30	79	49	1
59	87	17	67	60
46	44	76	86	9
33	47	22	17	28
39	82	37	43	96
51	52	40	17	6
78	56	76	90	15
74	53	71	100	41
19	11	46	98	48
36	93	83	79	56
73	100	97	73	39
42	81	39	87	49
55	73	27	22	2
49	23	19	25	52
77	87	52	24	8
83	8	64	58	13
42	49	72	26	62
82	70	13	82	36
39	83	40	15	97
17	49	75	81	76
32	75	56	50	15
14	67	34	90	93
57	43	93	23	66
27	81	44	35	45
50	26	82	29	92
85	100	80	89	63
71	75	4	94	49
63	75	88	4	67
86	16	34	22	52
89	1	3	17	90
55	37	8	17	34
41	74	18	1	97
11	49	32	15	94
70	7	26	66	98
79	83	58	32	36
62	34	33	74	15
88	8	45	26	32
89	3	41	99	45
93	72	86	19	93
58	99	93	87	81
68	94	30	58	61
4	31	23	41	94
25	18	51	15	48
46	60	77	50	89
67	54	97	94	44
2	73	12	86	6
24	82	35	12	33
79	36	25	77	28
54	68	55	1	2
90	11	100	72	39
19	18	21	52	65
17	34	40	62	80
58	95	42	55	4
91	11	66	43	38
63	8	89	47	92
1	9	33	65	76
11	7	4	8	56
49	57	19	66	84
44	15	5	34	46
31	51	60	65	67
29	93	13	89	77
29	74	89	63	23
59	98	34	39	1
37	39	71	2	47
47	60	59	47	71
48	97	63	53	5
6	45	96	92	5
5	88	41	99	83
98	27	99	24	40
34	96	14	47	64
37	7	70	45	34
55	41	17	15	98
48	30	75	63	64
19	99	96	95	70
17	38	63	51	96
37	46	32	42	84
6	33	69	97	66
32	18	39	17	69
93	53	83	95	95
73	50	33	35	25
14	66	22	10	75
74	97	32	47	42
64	48	7	79	62
35	12	29	61	99
96	10	63	14	22
74	44	6	60	16
86	38	26	30	16
32	5	9	19	7
60	58	31	85	32
74	85	82	86	71
64	35	47	22	33
19	17	86	60	77
26	50	22	31	99
33	91	16	36	7
22	27	66	59	61
100	70	69	39	68
67	33	47	60	52
22	53	49	12	20
23	23	14	64	1
22	14	46	95	46
14	25	68	77	63
44	11	44	13	61
90	63	24	72	21
53	16	27	28	48
63	23	75	8	66
51	11	78	26	99
36	55	21	19	6
6	97	98	44	78
31	33	38	74	25
67	76	90	23	50
63	85	74	5	11
16	35	81	74	90
97	13	86	15	31
11	54	97	56	41
49	98	43	39	55
64	83	23	78	65
79	20	23	56	87
53	38	15	44	26
60	71	61	71	100
55	8	96	21	69
61	23	88	87	62
79	51	7	85	16
12	3	72	54	38
11	27	22	58	36
11	69	34	38	91
96	52	27	19	89
40	56	89	24	8
66	46	93	59	25
79	85	24	64	93
96	41	77	78	57
68	57	48	7	97
12	13	46	60	49
37	46	32	49	85
59	39	73	43	4
1	26	15	71	20
70	46	36	69	52
61	78	44	18	44
56	39	100	55	65
60	66	1	8	26
59	75	28	90	25
81	85	94	49	36
28	75	67	25	28
36	31	3	88	98
11	98	52	48	79
36	13	11	64	96
59	81	20	69	32
38	13	19	66	35
10	23	32	5	66
20	21	41	72	47
15	87	10	98	59
82	48	5	22	22
2	2	58	29	49
20	33	45	66	6
84	96	17	12	3
43	50	24	25	22
63	3	96	65	83
44	13	81	23	89
46	74	99	18	96
49	41	50	89	59
1	77	66	5	79
28	42	48	50	22
33	8	35	62	100
35	70	95	76	95
32	58	19	74	50
70	25	81	36	53
64	52	50	91	25
39	89	51	36	33
26	76	29	96	48
41	38	44	1	62
65	41	83	55	5
42	96	11	65	33
91	28	22	1	1
100	49	24	45	76
92	43	94	6	3
4	93	96	19	21
7	21	72	31	22
96	10	18	29	75
66	73	88	11	7
81	11	100	43	94
18	66	90	76	30
97	5	59	72	17
66	37	8	47	83
23	28	63	52	4
9	62	92	62	15
44	29	82	12	59
36	22	99	85	3
63	4	29	90	48
73	100	92	48	75
33	60	88	93	47
90	17	3	71	34
23	75	98	82	54
46	63	24	22	76
53	29	22	34	19
79	36	87	95	54
29	46	83	76	21
64	64	61	84	31
72	70	61	90	5
80	1	97	75	7
65	84	56	34	80
50	87	50	62	1
46	4	32	50	44
78	87	86	78	86
43	19	86	65	25
34	6	59	28	25
72	31	18	31	99
85	6	16	64	62
37	30	47	96	92
17	89	91	35	98
7	91	36	83	73
49	72	89	20	24
85	74	39	51	69
2	19	34	53	55
5	41	19	94	78
36	15	67	32	53
43	15	70	79	60
97	23	67	42	26
24	64	75	75	41
32	40	88	47	6
15	52	66	17	89
55	66	29	25	96
79	67	94	72	7
64	39	26	74	84
32	24	62	5	42
84	74	31	10	32
39	92	18	48	63
6	23	4	85	15
67	89	10	83	8
25	78	87	93	72
40	39	96	79	65
4	27	30	98	43
78	13	13	35	17
70	6	59	72	100
95	28	49	83	20
29	42	82	69	14
60	84	61	9	6
86	70	58	99	100
61	67	81	71	42
68	51	18	97	98
66	48	27	24	81
70	45	20	7	55
59	88	43	26	2
89	96	14	70	62
40	30	28	10	79
12	16	72	58	22
72	89	47	69	15
5	98	39	68	92
24	61	28	74	34
17	91	14	73	50
88	97	68	67	37
92	84	23	57	24
29	34	93	24	71
87	92	39	66	87
45	56	15	78	52
37	66	95	27	84
36	10	10	16	88
51	95	13	62	24
53	14	66	46	38
85	54	65	12	56
95	42	71	4	28
39	28	70	17	92
98	31	11	96	71
58	60	22	85	96
15	60	3	79	90
93	19	49	28	52
90	8	91	16	46
22	69	39	40	41
35	91	8	88	25
57	96	15	21	45
86	75	30	9	82
77	29	80	1	48
65	16	42	47	3
25	89	7	68	70
60	9	53	17	3
37	27	37	34	54
23	4	87	89	59
16	31	34	87	8
7	93	81	9	31
95	31	24	54	22
16	48	62	11	73
59	35	6	61	63
70	56	58	14	27
62	29	11	85	3
17	16	27	99	79
63	11	80	56	84
43	11	9	14	37
5	3	43	74	19
94	35	55	14	83
56	36	53	44	88
91	9	54	34	85
5	64	81	23	52
34	97	92	28	6
10	31	5	92	74
5	41	65	29	78
51	41	86	14	2
100	16	31	54	71
98	49	83	37	45
79	45	21	16	37
79	11	97	65	26
10	13	30	71	77
9	3	71	67	65
22	8	50	71	49
77	56	27	22	13
33	19	44	9	87
43	21	81	83	75
88	10	75	92	22
96	50	37	14	41
43	83	26	36	81
80	90	99	56	38
97	28	79	83	63
71	75	15	87	31
28	60	5	66	74
80	96	24	27	45
26	8	57	44	40
86	27	76	33	54
76	56	92	32	43
11	23	55	44	88
67	89	77	18	51
93	11	94	9	2
100	82	60	36	7
34	55	67	64	47
